
77Р17403~Региональный~Изменить правила платной парковки в Москве~32740~170~https://www.roi.ru/17403/~29-12-2015
77Р55619~Региональный~Стройка века стоп. ЮВХ разворошит ядерный могильник в Москворечье-Сабурово.~21236~201~https://www.roi.ru/55619/~18-08-2020
77Р23106~Региональный~Запретить расширение зоны платной парковки г.Москвы за пределы ТТК без согласия 2/3 жителей домов, напротив которых планируется ввод зоны платной парковки~13329~232~https://www.roi.ru/23106/~19-10-2016
77Р23115~Региональный~Отменить платную парковку по субботам в г.Москве~11950~185~https://www.roi.ru/23115/~22-10-2016
77Р25306~Региональный~Переименование 7-го Ростовского переулка города Москвы в переулок летчика Пешкова~11480~343~https://www.roi.ru/25306/~01-02-2017
77Р34903~Региональный~Отменить программу реновации жилых кварталов в г.Москве~6184~419~https://www.roi.ru/34903/~18-04-2018
77Р21495~Региональный~Сделать бесплатной парковку в Москве с 19:00 до 7:00 в рабочие дни и круглосуточно в выходные и праздничные~5005~114~https://www.roi.ru/21495/~04-08-2016
77Р14995~Региональный~Не взимать плату за стоянку транспортных средств с 20 до 8 часов, а также по выходным и праздничным дням (г.Москва)~4748~88~https://www.roi.ru/14995/~25-09-2015
77Р111113~Региональный~Запретить катание на электросамокатах в зонах, считающихся пешеходными~3812~23~https://www.roi.ru/111113/~21-09-2024
77Р22818~Региональный~Оборудовать дополнительные парковочные места в спальных районах Москвы~3653~94~https://www.roi.ru/22818/~05-10-2016
77Р19301~Региональный~Включить оптическую когерентную томографию в перечь бесплатных услуг, предоставляемых в рамках ОМС по г.Москве~3071~7~https://www.roi.ru/19301/~10-06-2016
77Р21361~Региональный~Обеспечить приоритет пассажирскому транспорту в часы пик (г.Москва)~3045~83~https://www.roi.ru/21361/~14-07-2016
77Р18828~Региональный~Создание списка частных клиник, оказывающих бесплатное обслуживание по полису ОМС на сайте Госуслуги.ру ~2675~3~https://www.roi.ru/18828/~09-07-2016
77Р19500~Региональный~Увеличение количества мест отдыха (лавочек) в Московском метрополитене~2240~25~https://www.roi.ru/19500/~09-07-2016
77Р55535~Региональный~Московский Чернобыль: Юго-Восточная хорда на ядерном могильнике~1538~38~https://www.roi.ru/55535/~13-08-2020
77Р22052~Региональный~Продлить Сокольническую линию метро московского метрополитена от станции "Саларьево" до города Московский~1117~47~https://www.roi.ru/22052/~01-09-2016
77М56587~Муниципальный~Установить станцию мониторинга воздуха в Новой Некрасовке~1099~0~https://www.roi.ru/56587/~24-09-2020
77М58653~Муниципальный~Создать необходимое количество парковочных мест для жителей 17 мкрн г.Зеленограда~830~2~https://www.roi.ru/58653/~08-12-2020
77Р332~Региональный~Круглосуточный график работы Московского Метрополитена.~768~295~https://www.roi.ru/332/~01-11-2014
77Р1553~Региональный~Немедленно остановить программу строительства 200 храмов~751~152~https://www.roi.ru/1553/~01-11-2014
77Р41429~Региональный~Провести линию Московского Метрополитена в Зеленоградский АО г.Москвы~740~57~https://www.roi.ru/41429/~19-04-2019
77Р25517~Региональный~Прекратить выбросы сероводорода H2S в Восточном административном округе (г.Москва)~684~3~https://www.roi.ru/25517/~26-09-2018
77Р15746~Региональный~Отменить принудительную эвакуацию автомобилей в городе Москве, заменив её штрафом (за исключением случаев создания помех движению транспортных средств или пешеходов)~678~98~https://www.roi.ru/15746/~12-11-2015
77Р41398~Региональный~Установка отбойника на разделительной полосе Кутузовского проспекта г.Москвы~663~7~https://www.roi.ru/41398/~17-04-2019
77Р106338~Региональный~Благоустройство Парка воинской славы у Святого озера~654~8~https://www.roi.ru/106338/~22-05-2024
77Р31311~Региональный~Изменить правила парковки автомобилей в городе Москве~652~74~https://www.roi.ru/31311/~14-11-2017
77М48725~Муниципальный~Отменить решение о введении платных парковок в Новокосино ~623~9~https://www.roi.ru/48725/~14-11-2019
77Р49519~Региональный~Запретить снос киноцентра «Соловей» на Красной Пресне~573~9~https://www.roi.ru/49519/~16-11-2019
77М72730~Муниципальный~Отменить строительство ТЦ «Сердце Митино» и вернуть земельный участок в состав Митинского ландшафтного парка~564~22~https://www.roi.ru/72730/~21-10-2021
77Р32060~Региональный~Запретить расширение зоны платной парковки в г.Москве~562~57~https://www.roi.ru/32060/~31-01-2018
77Р732~Региональный~Отмена турникетов в наземном транспорте~554~140~https://www.roi.ru/732/~01-11-2014
77Р32583~Региональный~Запретить использование служебного транспорта чиновниками всех уровней города Москвы~547~16~https://www.roi.ru/32583/~22-03-2018
77Р75807~Региональный~Благоустроить четыре танцевальные площадки Пушкинской набережной Москвы~546~11~https://www.roi.ru/75807/~06-04-2022
77Р18407~Региональный~Запретить применение реагентов на дворовых территориях в городе Москве в зимний период~542~21~https://www.roi.ru/18407/~23-03-2016
77Р23050~Региональный~Запретить расширение зоны платной парковки за пределами третьего транспортного кольца в г.Москве с 10.10.2015 года, а также дальнейшее расширение~539~58~https://www.roi.ru/23050/~15-10-2016
77Р16728~Региональный~Отменить платную парковку в районе третьего транспортного кольца г.Москвы~535~105~https://www.roi.ru/16728/~06-01-2016
77Р38686~Региональный~Сделать бесплатные общественные туалеты у каждой станции метро в Москве~530~17~https://www.roi.ru/38686/~08-11-2018
77Р5639~Региональный~Оборудование станций Московского метро общественными туалетами~525~43~https://www.roi.ru/5639/~01-11-2014
77Р30777~Региональный~Дать жителям возможность бесплатного доступа к камерам видеонаблюдения своего подъезда и придомовой территории (г.Москва)~499~12~https://www.roi.ru/30777/~31-10-2017
77Р109556~Региональный~Строительство пешеходного перехода до «Новохохловской» со стороны 1-го Грайвороновского проезда~497~4~https://www.roi.ru/109556/~09-08-2024
77Р73476~Региональный~Запретить снос автостоянок и гаражей без предоставления владельцам компенсационных участков для хранения их автомобилей~496~40~https://www.roi.ru/73476/~29-12-2021
77Р35324~Региональный~Изменить Постановление Правительства г.Москвы № 289-ПП от 17.05.2013 г. «Об организации платных городских парковок в городе Москве» (правила выдачи и зоны действия резидентных разрешений, отменить плату в ночное время)~485~37~https://www.roi.ru/35324/~26-05-2018
77Р43131~Региональный~Скажем нет очередному гигантскому ТРЦ (г.Москва)~483~16~https://www.roi.ru/43131/~13-07-2019
77Р36571~Региональный~Ограничить повышение плотности застройки при реновации в г.Москве~475~18~https://www.roi.ru/36571/~20-07-2018
77Р34346~Региональный~Обязать владельцев собак убирать за ними экскременты во время выгула, внеся соответствующие изменения в Кодекс города Москвы об административных правонарушениях~473~50~https://www.roi.ru/34346/~18-04-2018
